Building Name,City,Height,Floors,Completion,Material,Use,Country
Century Jiangshang Tower 6,Wuhan (CN),174,57,2016,concrete,residential,China
Century Jiangshang Tower 7,Wuhan (CN),174,57,2016,concrete,residential,China
Century Jiangshang Tower 8,Wuhan (CN),174,57,2016,concrete,residential,China
Century Jiangshang Tower 9,Wuhan (CN),174,57,2016,concrete,residential,China
The Pavilia Bay Tower 2,Hong Kong (CN),174,48,2018,concrete,residential,China
Liu Chong Hing Finance Center,Shanghai (CN),174,41,2006,,office,China
Jinhe OASIS,Wuhan (CN),174,40,2018,,office,China
The International Bank Plaza,Xiamen (CN),174,32,2002,concrete,office,China
Metro Plaza Tower I,Hong Kong (CN),173.9,47,1992,concrete,office,China
Qingdao Landmark Center - Tower A,Qingdao (CN),173.3,42,2017,composite,residential,China
China Resources Building,Shenyang (CN),173.2,33,2011,,office,China
HKRI Centre Two,Shanghai (CN),173.2,33,2017,composite,office,China
R&F Profit Plaza,Guangzhou (CN),173.1,42,2006,concrete,office,China
Shen Fang Plaza,Shenzhen (CN),173,53,1996,,office,China
Shimao Riviera Garden 1,Shanghai (CN),173,53,2000,concrete,residential,China
Zhongfang Liutie New City #4,Liuzhou (CN),173,50,2018,,residential,China
Zhongfang Liutie New City #5,Liuzhou (CN),173,50,2018,,residential,China
Zhongfang Liutie New City #6,Liuzhou (CN),173,50,2018,,residential,China
Enterprise Square 5 / MegaBOX,Hong Kong (CN),173,35,2007,,office / retail,China
Nanjing Financial City Phase II Tower 5,Nanjing (CN),173,-,2020,composite,office,China
Queen's Garden,Hong Kong (CN),172.7,34,1992,concrete,residential,China
China Resources City Renfu Phase II Block D,Shenzhen (CN),172.5,53,2018,concrete,residential,China
China Resources City Renfu Phase II Block E,Shenzhen (CN),172.5,53,2018,concrete,residential,China
The ONE,Hong Kong (CN),172.1,24,2010,steel/concrete,retail,China
The Pacifica 2-5,Hong Kong (CN),172,52,2005,concrete,residential,China
China Resources Shenzhen Bay Yuefu Phase 1 Tower 2,Shenzhen (CN),172,51,2017,concrete,residential,China
Greenland Plaza Apartment Block 1,Dalian (CN),172,50,2014,concrete,residential,China
Greenland Plaza Apartment Block 2,Dalian (CN),172,50,2014,concrete,residential,China
Greenland Plaza Apartment Block 3,Dalian (CN),172,50,2014,concrete,residential,China
"Peregrine Tower, Lippo Centre",Hong Kong (CN),172,44,1988,,office,China
Dongguan Guangying Tower,Dongguan (CN),172,42,2011,concrete,,China
Dorset House/PCCW Tower,Hong Kong (CN),172,42,1994,,office,China
Tianfu Times Tower 1,Chengdu (CN),172,40,2010,,office,China
Tianfu Times Tower 8,Chengdu (CN),172,40,2010,,office,China
Huizhou Wheat and World Trade Center,Huizhou (CN),172,39,2005,,office,China
Banghua Global Plaza,Guangzhou (CN),172,37,2013,,office,China
Four Seasons Hotel,Shanghai (CN),172,37,2002,,hotel,China
Hongyi Tower,Shenzhen (CN),172,36,2019,,office,China
China Resources City Renfu Phase III Tower 3,Shenzhen (CN),172,54,2019,concrete,residential,China
China Resources City Renfu Phase III Tower 6,Shenzhen (CN),171.8,53,2019,concrete,residential,China
Fangchenggang North Bay Finance Center,Fangchenggang (CN),171.7,42,2017,composite,office,China
Sinar Mas Center 2,Shanghai (CN),171.7,39,2017,composite,hotel,China
Shimao Wulihe City 10#,Shenyang (CN),171.6,56,2014,concrete,residential,China
Shimao Wulihe City 7#,Shenyang (CN),171.6,56,2014,concrete,residential,China
Vianni Cove 1,Hong Kong (CN),171.6,51,2003,concrete,residential,China
Baoneng City East Tower 1 Block A,Shenzhen (CN),171.6,46,2017,,hotel / office,China
Baoneng City East Tower 1 Block B,Shenzhen (CN),171.6,46,2017,,hotel / office,China
Ocean Shores Tower 11-13,Hong Kong (CN),171.4,57,2003,concrete,residential,China
Sham Wan Towers 1,Hong Kong (CN),171.3,51,2003,concrete,residential,China
Sham Wan Towers 2,Hong Kong (CN),171.3,51,2003,concrete,residential,China
One Central Residences 1-3,Macau (CN),171.3,47,2010,concrete,residential,China
Chongqing IFS T2,Chongqing (CN),171.3,34,2015,concrete,office / retail,China
Zhongxin Finance Tower,Weihai (CN),171.2,42,1998,,office,China
Harbour Green Tower 5,Hong Kong (CN),171,50,2007,concrete,residential,China
Harbour Green Tower 6,Hong Kong (CN),171,50,2007,concrete,residential,China
Metro Harbourview 1,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 10,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 2,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 3,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 4,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 5,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 6,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 7,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 8,Hong Kong (CN),171,50,2003,concrete,residential,China
Metro Harbourview 9,Hong Kong (CN),171,50,2003,concrete,residential,China
Guo-Yan Building BC,Kaohsiung (CN),171,41,2013,steel,residential,China
Yilong · Vientiane City,Kunming (CN),171,41,2013,,office,China
KIC Cloud City Tower 1 Block C,Shenzhen (CN),170.8,40,2019,,office,China
KIC Cloud City Tower 1 Block D,Shenzhen (CN),170.8,40,2019,,office,China
China Resources City Renfu Phase III Tower 5,Shenzhen (CN),170.8,53,2019,concrete,residential,China
Eton Shenyang Center #11,Shenyang (CN),170.7,50,2015,composite,residential,China
Xiwang Tower,Dalian (CN),170.6,40,1999,,office,China
Poly Center,Guangzhou (CN),170.5,36,2009,,office,China
Festival City I Tower 2,Hong Kong (CN),170.4,51,2010,concrete,residential,China
Festival City I Tower 3,Hong Kong (CN),170.4,51,2010,concrete,residential,China
L'Hotel Nina Tower,Hong Kong (CN),170.4,42,2006,concrete,hotel,China
W Suzhou,Suzhou (CN),170.4,39,2017,concrete,hotel,China
Linping Xizi International Building No. 1,Hangzhou (CN),170.3,38,2017,concrete,office,China
Chongqing IFS T6,Chongqing (CN),170.2,34,2015,concrete,office / retail,China
Arezzo,Hong Kong (CN),170,48,2015,concrete,residential,China
Festival City II Tower 5,Hong Kong (CN),170,55,2010,concrete,residential,China
Festival City II Tower 3,Hong Kong (CN),170,54,2010,concrete,residential,China
China Resources Center Yuefu #10,Shenyang (CN),170,48,2013,concrete,residential,China
China Resources Center Yuefu #6,Shenyang (CN),170,48,2013,concrete,residential,China
China Resources Center Yuefu #8,Shenyang (CN),170,48,2013,concrete,residential,China
Tianli Plaza Tower A,Wuhan (CN),170,46,2008,,office,China
Chief Fine Building,Nanjing (CN),170,45,1999,,,China
Harbour Green Tower 1,Hong Kong (CN),170,45,2007,concrete,residential,China
Harbour Green Tower 2,Hong Kong (CN),170,45,2007,concrete,residential,China
World Trade Plaza,Shenzhen (CN),170,45,2000,,,China
Aoti Wanda Plaza Tower A,Shenyang (CN),170,43,2013,,office,China
Aoti Wanda Plaza Tower B,Shenyang (CN),170,43,2013,,office,China
Aoti Wanda Plaza Tower C,Shenyang (CN),170,43,2013,,office,China
Southland Garden,Chongqing (CN),170,43,2005,concrete,residential / retail,China
Shandong Agricultural Bank,Jinan (CN),170,42,1999,,office,China
Shanghai Grand Center,Shanghai (CN),170,41,2011,concrete,office,China
Xihuwenhua Square,Hangzhou (CN),170,41,2005,,residential / hotel,China
SOHO Gubei,Shanghai (CN),170,40,2019,composite,SOHO / office,China
Galaxy Century A,Shenzhen (CN),170,39,2006,,office,China
Western International Finance Center Tower 2,Chengdu (CN),170,39,2015,composite,office,China
Harbin Exhibition Center Hotel,Harbin (CN),170,38,2004,,hotel,China
Huaqiang Plaza,Shijiazhuang (CN),170,38,2014,,multiple,China
Shenzhen Bay Ecocity B-Tech Tower 4,Shenzhen (CN),170,38,2018,,office,China
Shenzhen Commerical Bank Building,Shanghai (CN),170,38,2010,composite,office,China
Jiuzhou International,Liuzhou (CN),170,35,2014,,office,China
Poly International Center,Wuhan (CN),170,34,2017,,office,China
Shencheng Investment Center,Shenzhen (CN),170,33,2017,,office,China
Fortune Jinmao Tower B,Lanzhou (CN),170,32,2020,composite,office,China
Shenzhen Kerry Centre I,Shenzhen (CN),170,32,1997,concrete,office / retail,China
Hui Sheng Xingzheng Apartments,Chengdu (CN),170,-,2010,,residential,China
Liuzhou China Resources Arc de Triomphe #14,Liuzhou (CN),169.9,56,2017,concrete,residential,China
Liuzhou China Resources Arc de Triomphe #15,Liuzhou (CN),169.9,56,2017,concrete,residential,China
Peace City Modern D1,Dalian (CN),169.8,55,2005,,residential,China
Sichuan Aerospace Tower,Chengdu (CN),169.8,42,2008,,office,China
Jiangsheng Tower,Shenzhen (CN),169.8,39,2008,,office,China
Langham Place Hotel,Hong Kong (CN),169.8,42,2004,concrete,hotel,China
Asia-Pacific Financial Plaza,Kaohsiung (CN),169.8,42,1992,steel,office,China
Lifeng Center,Guangzhou (CN),169.7,40,2016,,office,China
Zhukong International Center,Guangzhou (CN),169.7,38,2015,,office,China
Dawangjing 618 Tower 3,Beijing (CN),169.7,37,2018,,office,China
Albany Cove 6,Hong Kong (CN),169.5,54,2004,concrete,residential,China
Albany Cove 7,Hong Kong (CN),169.5,54,2004,concrete,residential,China
Albany Cove 8,Hong Kong (CN),169.5,54,2004,concrete,residential,China
Caribbean Coast 10,Hong Kong (CN),169.5,54,2005,concrete,residential,China
Caribbean Coast 11,Hong Kong (CN),169.5,54,2005,concrete,residential,China
Caribbean Coast 12,Hong Kong (CN),169.5,54,2005,concrete,residential,China
Caribbean Coast 13,Hong Kong (CN),169.5,54,2005,concrete,residential,China
Caribbean Coast 15,Hong Kong (CN),169.5,54,2005,concrete,residential,China
Caribbean Coast 9,Hong Kong (CN),169.5,54,2005,concrete,residential,China
Monterey Cove 2,Hong Kong (CN),169.5,54,2003,concrete,residential,China
Monterey Cove 3,Hong Kong (CN),169.5,54,2003,concrete,residential,China
Monterey Cove 5,Hong Kong (CN),169.5,54,2003,concrete,residential,China
W Guangzhou,Guangzhou (CN),169.5,42,2013,concrete,residential / hotel,China
Dongyuan Centre T2,Chongqing (CN),169.5,39,2016,concrete,office / retail,China
R&D Center of China Railway No.3 Engineering Group,Taiyuan (CN),169.5,38,2018,composite,office / office,China
Oscar by the Sea Tower 8,Hong Kong (CN),169.5,57,2002,concrete,residential,China
Kingkey Yujingfeng Mansion Block 4,Shenzhen (CN),169.5,52,2019,concrete,residential,China
Kingkey Yujingfeng Mansion Block 5,Shenzhen (CN),169.5,52,2019,concrete,residential,China
City Heights T1,Chongqing (CN),169.3,47,2011,concrete,residential,China
Airport Hotel,Xiamen (CN),169.3,45,2011,,hotel,China
Laiyuan Plaza 1,Urumqi (CN),169.2,39,2008,,office,China
Laiyuan Plaza 2,Urumqi (CN),169.2,39,2008,,office,China
Kingkey Yuling Mansion Block 1,Shenzhen (CN),169.1,48,2019,,office,China
Xiangshang Century New City,Changsha (CN),169.1,46,2012,,office,China
Changsha Yulin International Building B,Changsha (CN),169.1,35,2018,concrete,office,China
Nanjing Shimao Riviera New City 1,Nanjing (CN),169,53,2006,concrete,residential,China
Park Lane Manor 7,Nanning (CN),169,50,2016,concrete,residential,China
Park Lane Manor 8,Nanning (CN),169,50,2016,concrete,residential,China
Park Lane Manor 9,Nanning (CN),169,50,2016,concrete,residential,China
Summit Terrace 3,Hong Kong (CN),169,47,2003,concrete,residential,China
Summit Terrace 5,Hong Kong (CN),169,47,2003,concrete,residential,China
Lanzhou Center SOHO Tower,Lanzhou (CN),169,40,2017,concrete,SOHO,China
Tongwei International Center,Chengdu (CN),169,40,2013,,office,China
Nanjing Financial City Tower 9,Nanjing (CN),169,39,2017,,office,China
Shanghai Central Square,Shanghai (CN),169,38,1998,concrete,office,China
Square One,Chengdu (CN),169,37,2011,,office / retail,China
International Fortune Plaza Tower B,Suzhou (CN),169,31,2016,composite,office,China
Golden Land Center,Shenzhen (CN),168.9,33,2017,,office,China
Shimao Riviera Garden 2,Shanghai (CN),168.9,52,2002,concrete,residential,China
Shimao Riviera Garden 3,Shanghai (CN),168.9,52,2002,concrete,residential,China
Shimao Riviera Garden 5,Shanghai (CN),168.9,52,2002,concrete,residential,China
"Shell Tower, Times Square",Hong Kong (CN),168.8,39,1993,concrete,office / retail,China
AZIA Center,Shanghai (CN),168.8,32,2005,,office,China
"The Avenue Phase 2, T2",Hong Kong (CN),168.7,43,2015,concrete,residential,China
"The Avenue Phase 2, T3",Hong Kong (CN),168.7,43,2015,concrete,residential,China
Nanjing International Center 1,Nanjing (CN),168.6,38,2006,concrete,residential,China
Nanjing International Center 2,Nanjing (CN),168.6,35,2006,concrete,hotel / office,China
Residence Oasis 1,Hong Kong (CN),168.3,55,2005,concrete,residential,China
Residence Oasis 2,Hong Kong (CN),168.3,55,2005,concrete,residential,China
Residence Oasis 3,Hong Kong (CN),168.3,55,2005,concrete,residential,China
Kingkey Yuling Mansion Block 2,Shenzhen (CN),168.3,54,2020,concrete,residential,China
Kingkey Yuling Mansion Block 3,Shenzhen (CN),168.3,54,2020,concrete,residential,China
Wuhan Starry Winking Residential Tower 1,Wuhan (CN),168.1,53,2015,concrete,residential,China
Wuhan Starry Winking Residential Tower 2,Wuhan (CN),168.1,53,2015,concrete,residential,China
Wuhan Starry Winking Residential Tower 3,Wuhan (CN),168.1,53,2015,concrete,residential,China
"Taskin City Plaza, B1",Changsha (CN),168.1,23,2016,concrete,office,China
"Taskin City Plaza, B2",Changsha (CN),168.1,23,2016,concrete,office,China
The Grandiose 1,Hong Kong (CN),168,55,2006,concrete,residential,China
The Grandiose 2,Hong Kong (CN),168,55,2006,concrete,residential,China
The Grandiose 3,Hong Kong (CN),168,55,2006,concrete,residential,China
Hampton Place 1-3,Hong Kong (CN),168,51,2003,concrete,residential,China
Nanyuan Mingzhou International Garden Hotel,Ningbo (CN),168,50,2006,,hotel / office,China
Metropolitan Heights Tower 3,Tianjin (CN),168,49,2013,concrete,residential,China
Huating Court,Shenzhen (CN),168,48,2003,,residential,China
Qingtian Court,Shenzhen (CN),168,48,2003,,residential,China
Residences Bel-Air Phase 2,Hong Kong (CN),168,48,2004,concrete,residential,China
Riverside Century Plaza Apartment Tower 1,Wuhu (CN),168,48,2015,concrete,residential,China
Riverside Century Plaza Apartment Tower 2,Wuhu (CN),168,48,2015,concrete,residential,China
Huameng Commerce Plaza,Wenzhou (CN),168,45,2006,,office,China
International Trade Building,Xiamen (CN),168,45,1995,,office,China
Longhu West Skystreet,Chongqing (CN),168,45,2008,,hotel,China
Bofu International Plaza Residential Tower,Changsha (CN),168,44,2014,composite,residential,China
Shanghai Development Bank Tower,Shanghai (CN),168,44,1997,,office,China
Shimao Wulihe City T6,Shenyang (CN),168,44,2017,,hotel,China
Hong Kong Plaza,Hong Kong (CN),168,43,1984,,office,China
Qinzhou North Bay International Hotel,Qinzhou (CN),168,43,2017,,hotel,China
Zhengda Plaza Tower 1,Fuzhou (CN),168,42,2008,,office,China
Atlantic International Building,Chongqing (CN),168,41,2002,,office,China
Chongzuo FBC Financial Center,Chongzuo (CN),168,41,2017,,office,China
International Mall Office Building,Chengdu (CN),168,41,2013,,office,China
Xi Cheng Tian Je,Chongqing (CN),168,40,2008,,residential / office,China
Xinlong Yihao Mansion Block 5A,Wuhan (CN),168,40,2016,,office,China
Jiushi Corporation Headquarters,Shanghai (CN),168,39,2001,,office,China
Shanghai International Tower,Shanghai (CN),168,39,1997,,office,China
Times Square Tower C,Chongqing (CN),168,39,2003,,office,China
City Center Plaza,Taichung (CN),168,38,2010,steel,office,China
Lucky Target Plaza,Shanghai (CN),168,38,1998,,office,China
Chongqing General Trading Building,Chongqing (CN),168,37,1999,,office,China
Nanjing World Trade Center Tower 2,Nanjing (CN),168,37,2017,,hotel,China
South Asian First City A,Kunming (CN),168,36,2012,,office,China
Gemdale Plaza Tower A,Beijing (CN),168,35,2007,,office,China
GIE Tower,Guangzhou (CN),168,35,1996,concrete,office,China
Tianlun Commercial Building,Dalian (CN),168,35,1997,,office,China
Century Link Tower A,Shanghai (CN),168,34,2016,,office / retail,China
Century Link Tower B,Shanghai (CN),168,34,2016,,office / retail,China
Nanning No. 2 Telecom Hinge Building,Nanning (CN),168,33,1999,,office,China
Triumph International Commerce Hotel,Beihai (CN),168,33,2007,,hotel,China
Office Building at Erji Road,Kunming (CN),168,32,2015,,office,China
Huitong New Yangtze River Center Tower A,Wuhan (CN),168,31,2017,,office,China
Zibo Broadcast & TV Building,Zibo (CN),168,31,2003,,office,China
Wuhan Radio & Television Center,Wuhan (CN),168,30,2005,,office,China
Shanghai International Commerce Center Tower 2,Shanghai (CN),168,33,2015,,office,China
Tianjin Daily Building,Tianjin (CN),168,40,-,,office,China
Park Central 1,Hong Kong (CN),167.9,54,2002,concrete,residential,China
Park Central 12,Hong Kong (CN),167.9,54,2002,concrete,residential,China
Park Central 13,Hong Kong (CN),167.9,54,2003,concrete,residential,China
